text,claim_EN,label,vaccine_type,is_covid,source,url
Умайн хүзүүний болон ХПВ-ээр үүсгэгддэг бусад хорт хавдраас урьдчилан сэргийлэхэд Гардасил вакцины ашиг тус нь эрсдэлээс давсан.,The benefits of the Gardasil vaccine in preventing cervical and other HPV-caused cancers outweigh the risks,0,HPV,0,FactCheck.mn,https://factcheck.mn/post/8751
Зарим вирус шууд болон шууд бусаар хорт хавдар үүсгэдэг болохыг шинжлэх ухаан хэдийн тогтоосон.,Science has already established that some viruses cause cancer directly and indirectly,0,HPV,0,FactCheck.mn,https://factcheck.mn/post/8786
"ХПВ-ийн эсрэг вакциныг дэлхийн хэмжээнд, тэр дундаа АНУ, Канад, Австрали, Европын орнууд гээд өндөр хөгжилтэй болон хөгжиж буй улсууд ашигладаг.","The HPV vaccine is used worldwide, including in developed and developing countries such as the US, Canada, Australia and European nations",0,HPV,0,FactCheck.mn,https://factcheck.mn/post/8756
ХПВ-ийн эсрэг вакцин бэлгийн сулрал үүсгэдэг гэсэн батлагдсан судалгаа байхгүй; харин ХПВ-ийн халдвар өөрөө бэлгийн сулралын эрсдэлийг нэмэгдүүлдэг судалгаа бий.,There is no established study that the HPV vaccine causes sexual dysfunction; rather there are studies that HPV infection itself increases the risk of sexual dysfunction,0,HPV,0,MFCC,https://mfcc.mn/factcheck-1240/
"Хүний папиллома вирусийн вакцин үргүйдэлд хүргэдэггүй, нөхөн үржихүй, жирэмслэлтэд нөлөөлдөггүйг олон улсын судалгааны байгууллагууд тогтоож, аюулгүй байдлыг баталгаажуулсан.","International research organisations have established that the HPV vaccine does not cause infertility or affect reproduction or pregnancy, and have confirmed its safety",0,HPV,0,MFCC,https://mfcc.mn/factcheck-1222/
"Монголд Gardasil, Cervarix гэсэн хоёр ХПВ-ийн вакцин хийдэг бөгөөд Gardasil нь ХПВ-ийн 6, 11, 16, 18, Cervarix нь 16, 18-р хэв шинжээс хамгаалдаг.","Two HPV vaccines, Gardasil and Cervarix, are used in Mongolia; Gardasil protects against HPV types 6, 11, 16, 18, and Cervarix against types 16, 18",0,HPV,0,MFCC,https://mfcc.mn/factcheck-1131/
Япон улс ХПВ-ийн вакцинтай холбоотой судалгаа хийж аюулгүй хэмээн үзсэний үндсэн дээр 2022 оноос уг вакциныг дахин дархлаажуулалтын хөтөлбөртөө оруулсан.,"Japan conducted studies on the HPV vaccine, deemed it safe, and reinstated it into its immunisation programme from 2022",0,HPV,0,MFCC,https://mfcc.mn/factcheck-1210/
Сургууль дээр зохион байгуулагдсан ХПВ-ийн вакцинжуулалтаас хоцорсон бол өөрт ойр сум болон өрхийн эрүүл мэндийн төвд хандан үнэ төлбөргүй хамрагдах боломжтой.,"If a child misses the school-based HPV vaccination, they can receive it free of charge at their local district or family health centre.",0,HPV,0,NCCD (ХӨСҮТ),https://www.nccd.gov.mn/v/237ea7ga
Хүний хөхөнцөр вирусийн (HPV) вакцин нь зарим хорт хавдрын эрсдэлийг бууруулдаг.,The human papillomavirus (HPV) vaccine reduces the risk of some cancers.,0,HPV,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/Pages/vaccination-translations/mongolian.aspx
"Улаанбурхан, улаанууд, салхин цэцэг гэх мэт зарим вакцин олон арван жил, бүр насан туршийн дархлааг бий болгодог.","Some vaccines, such as those for measles, rubella and chickenpox, produce decades-long or even lifelong immunity.",0,measles,0,FactCheck.mn,https://factcheck.mn/post/8786
Улаанбурханы эсрэг вакцин ихэнх хүнд насан туршийн дархлаа бий болгосон бол Гепатит В-ийн вакцин дор хаяж 30 жил хамгаалдаг.,"The measles vaccine produces lifelong immunity in most people, while the hepatitis B vaccine protects for at least 30 years.",0,measles,0,FactCheck.mn,https://factcheck.mn/post/8789
"Монголд буй улаанбурхны вакцин мэргэжлийн байгууллагуудаар баталгаажсан бөгөөд хоёр тунд хамрагдсанаар улаанбурхан, улаануудын эсрэг 97%, гахайн хавдрын эсрэг 86%-ийн дархлаа тогтдог.","The measles vaccine in Mongolia is certified by professional bodies, and two doses provide 97% immunity against measles and rubella and 86% against mumps",0,measles,0,MFCC,https://mfcc.mn/factcheck-1776/
"Улаанбурхны вакцин хийлгэснээр улаанбурхан, улаанууд, гахайн хавдар гэсэн гурван төрлийн өвчний эсрэг дархлаа тогтож, олон хүнийг халдвараас хамгаалдаг.","The measles vaccine builds immunity against three diseases - measles, rubella and mumps - protecting many people from infection",0,measles,0,MFCC,https://mfcc.mn/factcheck-1771/
Улаанбурхны вакцин төв мэдрэлийн системд муу гэж дүгнэсэн судалгаа байхгүй бөгөөд ДЭМБ-ын дэргэдэх SAGE мэргэжилтнүүдийн бүлэг улаанбурхны вакцин хортой гэж мэдэгдээгүй.,"There is no study concluding the measles vaccine is bad for the central nervous system, and the WHO's SAGE expert group has not stated the measles vaccine is harmful",0,measles,0,MFCC,https://mfcc.mn/factcheck-1767/
"Вакцины тогтворжуулагч болгон ашигладаг лакталбумин гидролизат нь шар сүүний уургаас гарган авдаг амин хүчил, пептид юм.",Lactalbumin hydrolysate used as a vaccine stabiliser is an amino acid and peptide derived from whey protein,0,measles,0,MFCC,https://mfcc.mn/factcheck-1542/
Өргөн хэмжээний хэд хэдэн судалгаагаар улаанбурхан өвчний эсрэг вакцин аутизм үүсгэдэггүй нь батлагдсан.,Several large studies have confirmed that the measles vaccine does not cause autism,0,measles,0,MFCC,https://mfcc.mn/factcheck-1497/
"Улаанбурхны эсрэг вакциныг тусгай технологийн дагуу орц бүрийг нь нарийн хэмжиж үйлдвэрлэдэг бөгөөд аюулгүй байдлыг нь олон улсын байгууллага, эрүүл мэндийн мэргэжилтнүүд хянадаг.","The measles vaccine is manufactured with each ingredient precisely measured according to special technology, and its safety is monitored by international organisations and health experts",0,measles,0,MFCC,https://mfcc.mn/factcheck-1495/
"Улаанбурхан амархан халдварладаг, хурдан хүндэрч болзошгүй өвчин бөгөөд түүний эсрэг эм байхгүй тул урьдчилан сэргийлэх вакцинжуулалт нь дэгдэлтийг зогсоох үр дүнтэй арга юм.","Measles is a highly contagious, potentially rapidly severe disease with no cure, so preventive vaccination is an effective way to stop outbreaks",0,measles,0,MFCC,https://mfcc.mn/factcheck-1338/
"2015-2016 онд Монголд улаанбурхан өвчний томоохон дэгдэлт гарч олон нярай, нялхас эндсэн нь товлолт вакцинд хамрагдаагүйтэй шууд холбоотой байсан.","The large 2015-2016 measles outbreak in Mongolia, in which many infants died, was directly linked to children not receiving their routine vaccines.",0,measles,0,UNICEF Mongolia (ЮНИСЕФ),https://www.unicef.org/mongolia/mn
Олон улсад боломжтой байгаа томуугийн вакцинууд аюулгүй бөгөөд үйлчилгээ нь маш үр дүнтэй.,The influenza vaccines available internationally are safe and highly effective.,0,influenza,0,FactCheck.mn,https://factcheck.mn/post/6159
"Томуугийн эсрэг вакцин нь тухайн томуугийн улирлын ханиадны улмаас эмчид очих эрсдэлийг 40-60%, нас баралтыг 90 гаруй хувьтай бууруулдаг болон нь нотлогдсон.",The flu vaccine has been shown to reduce seasonal-flu doctor visits by 40-60% and deaths by more than 90%.,0,influenza,0,FactCheck.mn,https://factcheck.mn/post/8920
Монгол Улсад 2025 оны томуугийн улиралд ашиглаж буй БНСУ-ын 4 цэнт томуугийн вакцинуудад тиомерсал агуулагдаагүй бөгөөд тиомерсал агуулсан вакцин аутизмтай холбоогүй.,"The South Korean quadrivalent flu vaccines used in Mongolia's 2025 flu season do not contain thimerosal, and thimerosal-containing vaccines are not linked to autism",0,influenza,0,MFCC,https://mfcc.mn/factcheck-1679/
"Дархлаажуулалтын товлолт 7 вакцинаас 2 нь идэвхтэй-сулруулсан, 5 нь идэвхгүйжүүлсэн вакцин бөгөөд томуугийн вакцин ч идэвхгүйжүүлсэн вакцин тул бүгд «амьд вирус» гэдэг нь худал.","Of the 7 scheduled immunisation vaccines, 2 are live-attenuated and 5 are inactivated, and the flu vaccine is also inactivated, so calling them all 'live virus' is false",0,influenza,0,MFCC,https://mfcc.mn/factcheck-774/
Томуу бол инфлюэнза вирусээс үүсдэг амьсгалын замын халдварт өвчин бөгөөд түүнээс хамгаалах аюулгүй арга нь вакцин гэдгийг олон улсын эрүүл мэндийн байгууллагууд баталдаг; «вирусийн гаралгүй томуу» гэж байхгүй.,"Flu is a respiratory infection caused by the influenza virus, and international health organisations confirm the vaccine is the safe way to protect against it; there is no such thing as 'non-viral flu'",0,influenza,0,MFCC,https://mfcc.mn/factcheck-1692/
Хүүхэд насандаа вакцинд хамрагдсаны үр дүнд жил бүр 4 сая хүн нас барахаас сэргийлж байна.,Childhood vaccination prevents about 4 million deaths every year.,0,childhood,0,FactCheck.mn,https://factcheck.mn/post/8926
Европын орнууд 19 төрлийн вакцинаар хүүхдүүдийн дархлаажуулж байгаа ба төрснөөс 24 цагийн дотор Гепатит В-ийн эсрэг вакцин тарьдаг.,"European countries immunise children with 19 different vaccines, giving the hepatitis B vaccine within 24 hours of birth.",0,childhood,0,FactCheck.mn,https://factcheck.mn/post/8911
Вакцины найрлагад хөнгөн цагаан нэмэлтээр оруулснаар ямар нэгэн сөрөг нөлөө үзүүлдэггүй болохыг өнгөрсөн 60 жилийн судалгаа нотолно.,Sixty years of research proves that adding aluminium as an adjuvant to vaccines causes no adverse effects.,0,childhood,0,FactCheck.mn,https://factcheck.mn/post/6276
Хүүхэд байхдаа хийлгэсэн вакцины үр дүнд 4 сая хүнд жил бүр үхлийн аюулаас мултарч байна.,"Thanks to vaccines given in childhood, 4 million people escape a deadly threat every year.",0,childhood,0,FactCheck.mn,https://factcheck.mn/post/6173
Хүүхдийн товлолт вакцинуудын найрлагад кадми ордог талаар ямар нэгэн мэдээлэл алга.,There is no information that scheduled childhood vaccines contain cadmium,0,childhood,0,FactCheck.mn,https://factcheck.mn/post/6276
"Товлолт дархлаажуулалт нь олон халдварт өвчнөөс өөрийгөө болон үр хүүхдээ насан туршид нь хамгаалах, бусдад өвчин тараахаас сэргийлэх ач холбогдолтой.",Routine immunisation protects you and your children for life from many infectious diseases and prevents spreading disease to others.,0,childhood,0,Ministry of Health (ЭМЯ),https://www.moh.gov.mn/news/5223
"15 хүртэлх насны хүүхдэд хийдэг 11 өвчний эсрэг 7 төрлийн вакцин нь ДЭМБ-ын гэрчилгээтэй, олон улсад хүлээн зөвшөөрөгдсөн үйлдвэрийн бүтээгдэхүүн юм.",The 7 vaccines against 11 diseases given to children under 15 are WHO-certified and produced by internationally recognised manufacturers.,0,childhood,0,Ministry of Health (ЭМЯ),https://www.zindaa.mn/2hhf
"Монгол Улсын товлолын дархлаажуулалтаар хүүхэд бүрийг төрсөн цагаас нь эхлэн нас насанд нь тохирсон вакцинд үнэ төлбөргүй хамруулж, амь насанд аюултай халдварт өвчнөөс сэргийлдэг.","Under Mongolia's routine immunisation programme, every child receives age-appropriate vaccines free of charge from birth, protecting them from life-threatening infectious diseases.",0,childhood,0,Ministry of Health (ЭМЯ),https://news.mnb.mn/i/346576
"Монгол Улс 2005 онд сахуу-хөхүүл ханиад-татран-гепатит В-Хиб-ийн хавсарсан тавт, 2009 онд улаанбурхан-гахайн хавдар-улаануудын гуравт, 2012 онд гепатит А, 2016 онд пневмококкийн эсрэг вакцинуудыг заавал хийх дархлаажуулалтад нэвтрүүлсэн.","Mongolia introduced the pentavalent DPT-hepatitis B-Hib vaccine in 2005, the MMR in 2009, hepatitis A in 2012, and pneumococcal vaccine in 2016 into mandatory immunisation",0,childhood,0,NCCD (ХӨСҮТ),https://www.nccd.gov.mn/v/21d5g9hg
"Монгол Улсын заавал хийх дархлаажуулалтад сүрьеэ, полиомиелит, В ба А вируст гепатит, сахуу, хөхүүл ханиад, татран, улаанбурхан, гахайн хавдар, улаанууд, Хиб, пневмококк, хүний папиллома вирусын эсрэг вакцинууд ордог.","Mongolia's mandatory immunisation includes vaccines against tuberculosis, polio, hepatitis B and A, diphtheria, pertussis, tetanus, measles, mumps, rubella, Hib, pneumococcus and HPV",0,childhood,0,NCCD (ХӨСҮТ),https://www.nccd.gov.mn/v/21d5g9hg
"Хүүхдийг вакцинжуулснаар аюултай өвчнөөс хамгаалж, орчны хүмүүсийг хамгаалж, аюултай өвчнийг хянахад тусалдаг.","Vaccinating children protects them from dangerous diseases, protects the people around them, and helps control dangerous diseases.",0,childhood,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/app/Pages/vaccinate-on-time-mongolian.aspx
2016 оны байдлаар нэг хүртэлх насны ойролцоогоор 86% хүүхэд Сахуу-Хөхүүл ханиад-Татрангийн эсрэг вакцины гурван тунг авсан нь тэднийг эдгээр өвчнөөс хамгаалсан гэсэн үг.,"As of 2016, about 86% of children under one had received three doses of the DPT vaccine, meaning they were protected from these diseases",0,childhood,0,WHO Mongolia (ДЭМБ),https://www.who.int/mongolia/mn/health-topics/vaccines/10-facts-on-immunization
"Вакцины нөлөөгөөр хүний биеийн дархлаа муудах, үгүй болох гэсэн ойлголт байхгүй.",There is no such thing as vaccines weakening or destroying the body's immunity.,0,general,0,FactCheck.mn,https://factcheck.mn/post/8926
Улс орнуудын товлолт вакцинууд аутизм өвчнийг үүсгэдэггүй болохыг олон судалгаа нотолсон.,Many studies have proven that countries' routine vaccines do not cause autism.,0,general,0,FactCheck.mn,https://factcheck.mn/post/8911
Шинжлэх ухааны маш өргөн хүрээтэй судалгаагаар вакцинууд нь аутизмын спектрийн эмгэг(ASD)-ийн шалтгаан болох үндэслэлгүй байна.,Very extensive scientific research shows there is no basis for vaccines being a cause of autism spectrum disorder.,0,general,0,FactCheck.mn,https://factcheck.mn/post/8800
2024 онд Lancet сэтгүүлд хэвлэгдсэн судалгаагаар сүүлийн 50 жилд дархлаажуулалтын үр дүнд 154 сая хүний амь үхлээс аврагдсан байна.,"According to a 2024 study in The Lancet, immunisation saved 154 million lives over the past 50 years.",0,general,0,FactCheck.mn,https://factcheck.mn/post/8756
ДЭМБ-ын статистикаар вакцины тусламжтайгаар жил бүр 2-3 сая хүний амийг аварч байна.,"According to WHO statistics, vaccines save 2-3 million lives every year.",0,general,0,FactCheck.mn,https://factcheck.mn/post/8923
Зарим вакцин олон арван жил хамгаалдаг бол зарим нь насан туршийн дархлаа тогтоодог.,"Some vaccines protect for decades, while others confer lifelong immunity.",0,general,0,FactCheck.mn,https://factcheck.mn/post/8800
"Вакцинд агуулагдах формальдегидийн хэмжээ нь хүний ​​биед байгалиасаа эсвэл лийр, алим зэрэг энгийн хүнсний бүтээгдэхүүнд агуулагдах хэмжээнээс хамаагүй бага.",The amount of formaldehyde in a vaccine is far smaller than what occurs naturally in the body or in ordinary foods such as pears and apples.,0,general,0,FactCheck.mn,https://factcheck.mn/post/8744
"Вакцинууд аливаа өвчнөөс, нас баралтаас үр дүнтэй сэргийлдэг тул өнөөдрийг хүртэл улс орнууд зөвлөсөөр байна.","Vaccines effectively prevent disease and death, so countries continue to recommend them to this day",0,general,0,FactCheck.mn,https://factcheck.mn/post/8923
"Хамрын шүршдэг вакцины аюулгүй байдлыг судалгаа шинжилгээнд үндэслэн, мэргэжлийн байгууллагаар баталгаажуулсан бөгөөд вакцин аутизм үүсгэдэггүй, шалтгаант холбоо байхгүйг нарийвчилсан судалгаагаар нотолсон.","The safety of the nasal spray vaccine has been confirmed by professional bodies based on research, and detailed studies have proven the vaccine does not cause autism and there is no causal link",0,general,0,MFCC,https://mfcc.mn/factcheck-1856/
"Вакцинд агуулагдах вирусийн хэмжээ нь хүнд гэм хор учруулахааргүй сулруулсан байдаг тул дархлааны системийг өдөөж, өвчнөөс хамгаалахад тусалдаг.","The amount of virus in a vaccine is weakened so as not to cause serious harm, so it stimulates the immune system and helps protect against disease",0,general,0,MFCC,https://mfcc.mn/factcheck-1788/
"«Товлолт вакцинжуулалт» нь олон улсын эрүүл мэндийн байгууллагад албан ёсоор хэрэглэгддэг, шинжлэх ухааны үндэслэлтэй ойлголт бөгөөд Монгол Улсын Засгийн газрын 2023 оны 472 дугаар тогтоолоор баталсан.",'Scheduled immunisation' is a scientifically-based concept officially used by international health organisations and approved by Mongolian Government Resolution No. 472 of 2023,0,general,0,MFCC,https://mfcc.mn/factcheck-1647/
"Вакцинд агуулагдах бодисын хэмжээг нарийн судалж, хүнд аюул учруулахгүй байх хэмжээнд тохируулан үйлдвэрлэдэг бөгөөд эдгээр бодис нь аюулгүй байдал, үр нөлөөг хангах үүрэгтэй.","The amounts of substances in vaccines are carefully studied and adjusted to levels that cause no serious harm, and these substances serve to ensure safety and efficacy",0,general,0,MFCC,https://mfcc.mn/factcheck-1587/
Вакцинууд эсийн цөмөөс гадуур ажилладаг тул цөмд хадгалагддаг ДНХ-г өөрчлөх боломжгүй.,"Vaccines work outside the cell nucleus, so they cannot alter the DNA stored in the nucleus",0,general,0,MFCC,https://mfcc.mn/factcheck-1196/
"Вакцин нь амь насанд аюултай 20 гаруй өвчнөөс урьдчилан сэргийлж, бүх насны хүмүүсийг урт удаан эрүүл амьдрахад тусалдаг; вакцинжуулалтаа зогсоовол ховордсон олон өвчин дахин дэгдэх эрсдэлтэй.","Vaccines prevent more than 20 life-threatening diseases and help people of all ages live long, healthy lives; stopping vaccination risks the resurgence of many rare diseases",0,general,0,MFCC,https://mfcc.mn/factcheck-1148/
"Дархлаажуулалтын дараах урвал, хүндрэлийн ангилалд хордлогын шокийн хам шинжийн улмаас 48 цагийн дотор үхэлд хүргэсэн тохиолдол бүртгэгдээгүй.",No cases of death within 48 hours from toxic shock syndrome have been recorded in the classification of post-immunisation reactions and complications,0,general,0,MFCC,https://mfcc.mn/factcheck-1214/
"Эрх бүхий байгууллага бүх төрлийн вакциныг нарийвчлан шинжилж, аюулгүй ба үр дүнтэй болохыг баталсны дараа эмчилгээнд нэвтрүүлэхийг зөвшөөрдөг.",The regulator rigorously assesses every vaccine and only approves it for use after confirming that it is safe and effective.,0,general,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/Pages/vaccination-translations/mongolian.aspx
"Дэлхийн 194 орон бага насны хүүхдийг вакцинаар дархлаажуулж, хүүхдийн өвчлөл, эндэгдлийг эрс бууруулахад үнэтэй хувь нэмэр оруулж байна.","194 countries around the world immunise young children with vaccines, making a valuable contribution to greatly reducing childhood illness and death.",0,general,0,Ministry of Health (ЭМЯ),https://www.zindaa.mn/2hhf
"1970-аад оны эхээр сахуу, хөхүүл ханиад, татран, улаанбурхан, полиомиелит гэсэн таван өвчнөөр дэлхий даяар жил тутам 10 сая шахам хүүхэд нас барж байсныг дархлаажуулалтын хөтөлбөр эрс бууруулсан.","In the early 1970s nearly 10 million children died worldwide each year from five diseases - diphtheria, pertussis, tetanus, measles and polio - which the immunisation programme drastically reduced",0,general,0,NCCD (ХӨСҮТ),https://www.nccd.gov.mn/v/21d5g9hg
"Вакцин нь таны дархлааны системийг аюултай бактери, вирусыг таньж сургадаг бөгөөд ингэснээр халдварт өртсөн үед бие илүү хурдан, үр дүнтэйгээр уг халдвартай тэмцдэг.","Vaccines train your immune system to recognise dangerous bacteria and viruses, so that when infected the body fights the infection faster and more effectively",0,general,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/Pages/vaccination-translations/mongolian.aspx
"Амь насанд аюултай өвчин тусахаас өмнө вакцин хийлгэснээр аливаа хүндрэлээс сэргийлж, амь насанд учирч болзошгүй эрсдлийг бууруулах боломжтой.","By getting vaccinated before catching a life-threatening disease, you can prevent complications and reduce potentially life-threatening risks",0,general,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/Pages/vaccination-translations/mongolian.aspx
Вакцин хийлгэснээс хойш 1-3 долоо хоногийн дараа дархлаа тогтож эхэлдэг.,Immunity begins to develop 1-3 weeks after vaccination,0,general,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/Pages/vaccination-translations/mongolian.aspx
Эрх бүхий байгууллага вакциныг хэрэглээнд нэвтрүүлэхээс өмнө аюулгүй байдлын нарийн шалгалт хийж зөвшөөрөл олгодог бөгөөд нэвтэрсний дараа ч аюулгүй байдалд нь байнга хяналт тавьдаг.,"The authorised body conducts rigorous safety checks before approving a vaccine for use, and continues to monitor its safety after introduction",0,general,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/Pages/vaccination-translations/mongolian.aspx
"Вакцин нь бусад эмийн адил хөнгөн хэлбэрийн, түр хугацааны гаж нөлөө үүсгэдэг бөгөөд хүнд хэлбэрийн ноцтой гаж нөлөө үүсгэх нь ховор.","Like other medicines, vaccines cause mild, temporary side effects, and serious side effects are rare.",0,general,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/Pages/vaccination-translations/mongolian.aspx
Вакцин хийлгэснээр та өөрийгөө төдийгүй бусдыг хамгаалж байна гэсэн үг.,Getting vaccinated means you protect not only yourself but also others.,0,general,0,NSW Health (Mongolian),https://www.health.nsw.gov.au/immunisation/Pages/vaccination-translations/mongolian.aspx
"Дархлаажуулалтаас илүү үр дүнтэй, эрүүл мэндийн урьдчилан сэргийлэх дан ганц интервенц байхгүй.",There is no single preventive health intervention more effective than immunisation,0,general,0,WHO Mongolia (ДЭМБ),https://www.who.int/mongolia/mn/health-topics/vaccines/10-facts-on-immunization
Дархлаажуулалт нь жилд дунджаар 2-3 сая эндэгдлийг урьдчилан сэргийлж байна.,Immunisation prevents an average of 2-3 million deaths per year,0,general,0,WHO Mongolia (ДЭМБ),https://www.who.int/mongolia/mn/health-topics/vaccines/10-facts-on-immunization
"Дархлаажуулалт нь бүхий л насны хүн амыг суулгалт, татран, хөхүүл ханиад, улаанбурхан өвчний улмаас нас барахаас сэргийлдэг бөгөөд энэ бол хамгийн үр дүнтэй нийгмийн эрүүл мэндийн интервенц юм.","Immunisation protects people of all ages from dying of diarrhoea, tetanus, pertussis and measles, and is the most effective public health intervention",0,general,0,WHO Mongolia (ДЭМБ),https://www.who.int/mongolia/mn/health-topics/vaccines/10-facts-on-immunization
Хэрэв дархлаажуулалтын хамралт дэлхий дахинд сайжирвал нэмээд 1.5 сая эндэгдлийг сэргийлэх боломжтой.,"If immunisation coverage improves worldwide, an additional 1.5 million deaths could be prevented",0,general,0,WHO Mongolia (ДЭМБ),https://www.who.int/mongolia/mn/health-topics/vaccines/10-facts-on-immunization
"Дархлаажуулалт нь суулгалт, улаанбурхан, хатгалгаа, халдварт саа, хөхүүл ханиад зэрэг өвчнүүдээс сэргийлдэг.","Immunisation prevents diseases such as diarrhoea, measles, pneumonia, polio and pertussis",0,general,0,WHO Mongolia (ДЭМБ),https://www.who.int/mongolia/mn/health-topics/vaccines/10-facts-on-immunization
Пфайзер вакцины дараах үхэл Японд 751 хүрлээ,Deaths after the Pfizer vaccine have reached 751 in Japan,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/4808
КОВИД-19-ийн вакцин вирусийн мутацийн эсрэг үр дүнгүй гэх нь шинжлэх ухааны үндэслэлгүй.,The claim that the COVID-19 vaccine is ineffective against viral mutations has no scientific basis.,0,COVID,1,iToim,https://itoim.mn/article/vhmwy/25976
"Путины охин нас барж, ОХУ-ын вакцины туршилт саатжээ",Putin's daughter died and Russia's vaccine trial was delayed.,1,COVID,1,MFCC,https://mfcc.mn/factckeck-27/
COVID-19 вакцины эрүүл мэндэд үзүүлэх нөлөөний талаарх хамгийн том судалгаа дуусчээ. Эрдэмтэд дэлхий даяар вакцин хийлгэсэн 99 сая хүний мэдээллийг судалсан бөгөөд “УГ ВАКЦИНЫГ ХҮНД ХИЙХ НЬ АЮУЛТАЙ,"Vaccine study results were misinterpreted to mislead citizens: out of 99 million people, 190 cases of Guillain-Barré syndrome (peripheral nerve damage / paralysis, an autoimmune condition) appeared where 76 would be expected — meaning it rose from 1 to 2 cases per million.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/8941
Их Британи 12-ос доош насны хүүхдүүдэд КОВИД-19-ийн вакцин хийхийг хориглосон,The UK has banned giving the COVID-19 vaccine to children under 12.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6336
Файзер компаний албан ёсны судалгааны мэдээллээс файзер тариулсан хүүхдүүд ковид 19-р өвдөж нас барсан хүүхдийн тооноос 107 дахин өндөр гарсан байна!," According to Pfizer's own official study data, deaths of Pfizer-vaccinated children came out 107 times higher than the number of children who died from COVID-19!",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6285
"VEARS системд 1015467 гэсэн дугаараар бүртгэсэн, хоёр сартай хүүхдийн тохиолдлыг шалгахад вакцин хийлгэснийхээ дараа нас бараагүй.","Checking the case of a two-month-old child registered in the VAERS system under number 1015467, the child did not die after being vaccinated. ",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6102
КОВИД-19-ийн вакцин вирусээс 2 дахин олон хүний аминд хүрсэн,The COVID-19 vaccine has killed twice as many people as the virus,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/6180
"АНУ-ын Халдварт өвчний хяналт, сэргийлэлтийн төвийн судалгаагаар КОВИД-19-ийн вакцин хүүхдийн зүрхний булчингийн үрэвсэл буюу миокардит үүсэх шалтгаан болж байна","According to a US CDC study, the COVID-19 vaccine is causing inflammation of the heart muscle (myocarditis) in children.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5818
"Pfizer компанийн ажилчдын цахим шуудан задарч, тус компанийн COVID-19-ийн вакцинд ургийн эсүүд агуулагддаг болох нь тогтоогдсон","Pfizer employees' emails leaked, and it was found that the company's COVID-19 vaccine contains fetal cells.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5811
Pfizer-BioNTech COVID-19 вакциныг эрт нэвтрүүлэх үед вакцины тунд хамрагдсан жирэмсэн эмэгтэйчүүд хүүхдээ алдсан,"When the Pfizer-BioNTech COVID-19 vaccine was first rolled out, pregnant women who received a dose lost their babies.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5612
Америкийн моргийн ажилтан вакцинтай хүн гэнэт нас барсан хүний бие судас дотроос 1-2 метрийн урт үл мэдэх резин шиг шимэгч олдож байгаа,An American mortuary worker is finding unknown rubber-like 1-2 metre parasites inside the blood vessels of vaccinated people who died suddenly.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5518
"Pfizer, AstraZeneca, Sinopharm & Sputnik вакциныг микроскопоор томруулан хараад их хэмжээний графен (хар тугалга шиг). Ихэнх хүмүүс цус нь бүлэгнэж, зүрх нь гэнэт зогсоод байгаа үндсэн шалтгаан болоод байгаа","Magnifying the Pfizer, AstraZeneca, Sinopharm & Sputnik vaccines under a microscope shows large amounts of graphene (like lead). It is the main reason most people's blood clots and their hearts suddenly stop.",1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5489
КОВИД-19-ийн эсрэг вакцин хийлгэсэн хүмүүс вакцинаас үүдэлтэй дархлалын олдмол хомсдлын нэг хэлбэрт өртөж болзошгүй,People vaccinated against COVID-19 may be exposed to a vaccine-induced form of acquired immunodeficiency.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5545
КОВИД-19 вакцинд ХДХВ-ийн халдвар байгаа гэж BBC мэдээлсэн,the BBC reported that the COVID-19 vaccine carries HIV infection.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5538
Өдөрт олон амьсгалах нь зүрхний шигдээс болох эрсдлийг нэмэгдүүлдэг тухай өгүүлсэн BBC news,A BBC News piece said that breathing many times a day increases the risk of a heart attack.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5524
Вакцин хийлгэсэн хүмүүс вакцинд хамрагдаагүй хүмүүсээс илүүтэй омикроноор өвчилж байна,Vaccinated people are catching Omicron more than unvaccinated people.,1,COVID,1,FactCheck.mn,https://factcheck.mn/post/5379
